Type	Dubious	ORF	Gene	Chr	Start	End	Description	DAMP
ORF	Verified	YHL043W	ECM34	8	14901	15413	Putative protein of unknown function; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins	 
ORF	Uncharacterized	YHL042W		8	15667	16119	Putative protein of unknown function; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins	 
ORF	Dubious	YHL041W		8	17392	17841	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	 
ORF	Verified	YHL040C	ARN1	8	20971	19088	ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin, ferrirhodin, and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress	 
ORF	Verified	YHL039W	EFM1	8	21783	23540	Lysine methyltransferase; involved in the monomethylation of eEF1A (Tef1p/Tef2p); SET-domain family member; predicted involvement in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm	 
ORF	Verified	YHL038C	CBP2	8	25509	23617	Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene	 
ORF	Dubious	YHL037C		8	26179	25778	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	 
ORF	Verified	YHL036W	MUP3	8	26241	27881	Low affinity methionine permease; similar to Mup1p	 
ORF	Verified	YHL035C	VMR1	8	32756	27978	Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog, YBT1, that arose from the whole genome duplication	 
ORF	Dubious	YHL034W-A		8	33176	33637	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF SBP1/YHL034C	 
ORF	Verified	YHL034C	SBP1	8	34077	33193	Protein that binds eIF4G and has a role in repression of translation; has an RGG motif; found in cytoplasmic P bodies; found associated with small nucleolar RNAs snR10 and snR11; SBP1 has a paralog, RNP1, that arose from the whole genome duplication	 
ORF	Verified	YHL033C	RPL8A	8	36025	35255	Ribosomal 60S subunit protein L8A; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; L8 binds to Domain I of 25S and 5.8 S rRNAs; mutation results in decreased amounts of free 60S subunits; homologous to mammalian ribosomal protein L7A, no bacterial homolog; RPL8A has a paralog, RPL8B, that arose from the whole genome duplication	 
ORF	Verified	YHL032C	GUT1	8	38508	36379	Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p	 
ORF	Dubious	YHL030W-A		8	39074	39535	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene GOS1/YHL031C	 
ORF	Verified	YHL031C	GOS1	8	39486	38815	v-SNARE protein involved in Golgi transport; homolog of the mammalian protein GOS-28/GS28	 
ORF	Verified	YHL030W	ECM29	8	40084	45690	Scaffold protein; assists in association of the proteasome core particle with the regulatory particle; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress	 
ORF	Uncharacterized	YHL029C	OCA5	8	47968	45929	Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts	 
ORF	Verified	YHL028W	WSC4	8	48763	50580	Endoplasmic reticulum (ER) membrane protein; involved in the translocation of soluble secretory proteins and insertion of membrane proteins into the ER membrane; may also have a role in the stress response but has only partial functional overlap with WSC1-3	 
ORF	Verified	YHL027W	RIM101	8	51111	52988	Cys2His2 zinc-finger transcriptional repressor; involved in alkaline responsive gene repression as part of adaptation to a alkaline conditions; involved in cell wall assembly; required for alkaline pH-stimulated haploid invasive growth and sporulation; activated by alkaline-dependent proteolytic processing which results in removal of the C-terminal tail; similar to A. nidulans PacC	 
ORF	Uncharacterized	YHL026C		8	54166	53219	Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)	 
ORF	Verified	YHL025W	SNF6	8	54851	55849	Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf5p; relocates to the cytosol under hypoxic conditions	 
ORF	Verified	YHL024W	RIM4	8	56649	58790	Putative RNA-binding protein; required for the expression of early and middle sporulation genes	 
ORF	Verified	YHL023C	NPR3	8	62563	59123	Subunit of SEA (Seh1-associated), Npr2/3, and Iml1p complexes; Npr2/3 complex mediates downregulation of TORC1 activity upon amino acid limitation; SEA complex is a coatomer-related complex that associates dynamically with the vacuole; Iml1p complex (Iml1p-Npr2p-Npr3p) is required for non-nitrogen-starvation (NNS)-induced autophagy; required for Npr2p phosphorylation and Iml1p-Npr2p interaction; null mutant shows delayed meiotic DNA replication and double-strand break repair	 
ORF	Verified	YHL022C	SPO11	8	64157	62961	Meiosis-specific protein that initiates meiotic recombination; initiates meiotic recombination by catalyzing the formation of double-strand breaks in DNA via a transesterification reaction; required for homologous chromosome pairing and synaptonemal complex formation	 
ORF	Verified	YHL021C	AIM17	8	65859	64462	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss	 
ORF	Verified	YHL020C	OPI1	8	67456	66242	Transcriptional regulator of a variety of genes; phosphorylation by protein kinase A stimulates Opi1p function in negative regulation of phospholipid biosynthetic genes; involved in telomere maintenance; null exhibits disrupted mitochondrial metabolism and low cardiolipin content, strongly correlated with overproduction of inositol	 
ORF	Dubious	YHL019W-A		8	67711	68304	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene APM2/YHL019C	 
ORF	Verified	YHL019C	APM2	8	69548	67731	Protein of unknown function; homologous to the medium chain of mammalian clathrin-associated protein complex; involved in vesicular transport	 
ORF	Uncharacterized	YHL018W		8	69708	70070	Putative 4a-hydroxytetrahydrobiopterin dehydratase; green fluorescent protein (GFP)-fusion protein localizes to mitochondria and is induced in response to the DNA-damaging agent MMS	 
ORF	Uncharacterized	YHL017W		8	70276	71874	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog, PTM1, that arose from the whole genome duplication	 
ORF	Verified	YHL016C	DUR3	8	74244	72037	Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway	 
ORF	Uncharacterized	YHL015W-A		8	74699	74782	Putative protein of unknown function	 
ORF	Verified	YHL015W	RPS20	8	75412	75777	Protein component of the small (40S) ribosomal subunit; overproduction suppresses mutations affecting RNA polymerase III-dependent transcription; homologous to mammalian ribosomal protein S20 and bacterial S10	 
ORF	Verified	YHL014C	YLF2	8	77314	76097	Protein of unknown function; has weak similarity to E. coli GTP-binding protein gtp1; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	 
ORF	Verified	YHL013C	OTU2	8	78353	77430	Protein of unknown function; may interact with ribosomes, based on co-purification experiments; member of the ovarian tumor-like (OTU) superfamily of predicted cysteine proteases; shows cytoplasmic localization; protein abundance increases in response to DNA replication stress	 
ORF	Uncharacterized	YHL012W		8	78936	80417	Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog, UGP1, that arose from the whole genome duplication	 
ORF	Verified	YHL011C	PRS3	8	81616	80654	5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes	 
ORF	Verified	YHL010C	ETP1	8	83721	81964	Putative protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2, which is a cytoplasmic protein that binds nuclear localization sequences	 
ORF	Verified	YHL009C	YAP3	8	85060	84068	Basic leucine zipper (bZIP) transcription factor	 
ORF	Uncharacterized	YHL008C		8	94510	92627	Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole	 
ORF	Dubious	YHL006W-A		8	97732	98085	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF STE20/YHL007C	 
ORF	Verified	YHL007C	STE20	8	97937	95118	Cdc42p-activated signal transducing kinase; involved in pheromone response, pseudohyphal/invasive growth, vacuole inheritance, down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family	 
ORF	Verified	YHL006C	SHU1	8	98795	98343	Component of the Shu complex, which promotes error-free DNA repair; Shu complex mediates inhibition of Srs2p function	 
ORF	Verified	YHL004W	MRP4	8	99219	100403	Mitochondrial ribosomal protein of the small subunit	 
ORF	Dubious	YHL005C		8	99220	98828	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YHL004W	 
ORF	Verified	YHL003C	LAG1	8	101883	100648	Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lac1p; forms ER foci upon DNA replication stress; homolog of human CERS2, a tumor metastasis suppressor gene whose silencing enahnces invasion/metastasis of prostate cancer cells; LAG1 has a paralog, LAC1, that arose from the whole genome duplication	 
ORF	Verified	YHL002W	HSE1	8	102612	103970	Subunit of the endosomal Vps27p-Hse1p complex; complex is required for sorting of ubiquitinated membrane proteins into intralumenal vesicles prior to vacuolar degradation, as well as for recycling of Golgi proteins and formation of lumenal membranes	 
ORF	Dubious	YHL002C-A		8	103075	102587	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF HSE1/YHL002W	 
ORF	Verified	YHL001W	RPL14B	8	104277	105091	Ribosomal 60S subunit protein L14B; homologous to mammalian ribosomal protein L14, no bacterial homolog; RPL14B has a paralog, RPL14A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YHR001W	OSH7	8	106055	107368	Oxysterol-binding protein; part of family with seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability; OSH7 has a paralog, OSH6, that arose from the whole genome duplication	 
ORF	Verified	YHR001W-A	QCR10	8	107826	108122	Subunit of the ubiqunol-cytochrome c oxidoreductase complex; this complex comprises part of the mitochondrial respiratory chain; members include Cobp, Rip1p, Cyt1p, Cor1p, Qcr2p, Qcr6p, Qcr7p, Qcr8p, Qcr9p, and Qcr10p and comprises part of the mitochondrial respiratory chain	 
ORF	Verified	YHR002W	LEU5	8	108812	109885	Mitochondrial carrier protein; involved in the accumulation of CoA in the mitochondrial matrix; homolog of human Graves disease protein; does not encode an isozyme of Leu4p, as first hypothesized	 
ORF	Verified	YHR003C	TCD1	8	111317	110028	tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification, where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD1 has a paralog, TCD2, that arose from the whole genome duplication	 
ORF	Verified	YHR004C	NEM1	8	113094	111754	Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology and sporulation; homolog of the human protein Dullard	 
ORF	Verified	YHR005C	GPA1	8	114917	113499	Subunit of the G protein involved in pheromone response; GTP-binding alpha subunit of the heterotrimeric G protein; negatively regulates the mating pathway by sequestering G(beta)gamma and by triggering an adaptive response; activates Vps34p at the endosome; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YHR005C-A	TIM10	8	115901	115620	Essential protein of the mitochondrial intermembrane space; forms a complex with Tim9p (TIM10 complex) that delivers hydrophobic proteins to the TIM22 complex for insertion into the inner membrane	 
ORF	Verified	YHR006W	STP2	8	117814	119439	Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog, STP1, that arose from the whole genome duplication	 
ORF	Verified	YHR007C	ERG11	8	121683	120091	Lanosterol 14-alpha-demethylase; catalyzes the C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in the ergosterol biosynthesis pathway; member of the cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p	DAMP
ORF	Uncharacterized	YHR007C-A		8	122765	122550	Putative protein of unknown function; identified by expression profiling and mass spectrometry	 
ORF	Verified	YHR008C	SOD2	8	123590	122889	Mitochondrial manganese superoxide dismutase; protects cells against oxygen toxicity; phosphorylated	 
ORF	Uncharacterized	YHR009C	TDA3	8	125680	124109	Putative oxidoreductase involved in late endosome to Golgi transport; physical and genetical interactions with Btn2p; null mutant is viable, has extended S phase, and sensitive to expression of top1-T722A allele; similar to human FOXRED1	 
ORF	Verified	YHR010W	RPL27A	8	126521	127492	Ribosomal 60S subunit protein L27A; homologous to mammalian ribosomal protein L27, no bacterial homolog; RPL27A has a paralog, RPL27B, that arose from the whole genome duplication	 
ORF	Verified	YHR011W	DIA4	8	127780	129120	Probable mitochondrial seryl-tRNA synthetase; mutant displays increased invasive and pseudohyphal growth	 
ORF	Verified	YHR012W	VPS29	8	129481	130448	Subunit of the membrane-associated retromer complex; endosomal protein; essential for endosome-to-Golgi retrograde transport; forms a subcomplex with Vps35p and Vps26p that selects cargo proteins for endosome-to-Golgi retrieval	 
ORF	Verified	YHR013C	ARD1	8	131446	130730	Subunit of protein N-terminal acetyltransferase NatA; NatA is comprised of Nat1p, Ard1p, and Nat5p; acetylates many proteins and thus affects telomeric silencing, cell cycle, heat-shock resistance, mating, and sporulation; human Ard1p levels are elevated in cancer cells; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YHR014W	SPO13	8	132047	132922	Meiotic regulator; involved in maintaining sister chromatid cohesion during meiosis I as well as promoting proper attachment of kinetochores to the spindle during meiosis I and meiosis II; anaphase-promoting complex (APC) substrate that is degraded during anaphase I; expressed only in meiotic cells	 
ORF	Verified	YHR015W	MIP6	8	134554	136533	Putative RNA-binding protein; interacts with Mex67p, which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog, PES4, that arose from the whole genome duplication	 
ORF	Verified	YHR016C	YSC84	8	138455	136881	Actin-binding protein; involved in bundling of actin filaments and endocytosis of actin cortical patches; activity stimulated by Las17p; contains SH3 domain similar to Rvs167p; YSC84 has a paralog, LSB3, that arose from the whole genome duplication	 
ORF	Verified	YHR017W	YSC83	8	138694	139851	Non-essential mitochondrial protein of unknown function; mRNA induced during meiosis, peaking between mid to late prophase of meiosis I; similar to S. douglasii YSD83	 
ORF	Verified	YHR018C	ARG4	8	141402	140011	Argininosuccinate lyase; catalyzes the final step in the arginine biosynthesis pathway	 
ORF	Verified	YHR019C	DED81	8	143558	141894	Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA	DAMP
ORF	Verified	YHR020W		8	143996	146062	Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain, but does not possess posttransfer editing activity; may interact with ribosomes, based on co-purification experiments	DAMP
ORF	Verified	YHR021C	RPS27B	8	148669	147871	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S27, no bacterial homolog; RPS27B has a paralog, RPS27A, that arose from the whole genome duplication	 
ORF	Uncharacterized	YHR021W-A	ECM12	8	149225	149680	Putative protein of unknown function; may contribute to cell wall biosynthesis, mutants display zymolyase hypersensitivity	 
ORF	Uncharacterized	YHR022C		8	150345	149575	Putative protein of unknown function; YHR022C is not an essential gene	 
ORF	Uncharacterized	YHR022C-A		8	151306	151217	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching	 
ORF	Verified	YHR023W	MYO1	8	151666	157452	Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively	DAMP
ORF	Verified	YHR024C	MAS2	8	159192	157744	Larger subunit of the mitochondrial processing protease (MPP); essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins	DAMP
ORF	Verified	YHR025W	THR1	8	159438	160511	Homoserine kinase; conserved protein required for threonine biosynthesis; expression is regulated by the GCN4-mediated general amino acid control pathway	 
ORF	Verified	YHR026W	VMA16	8	160844	161485	Subunit c'' of the vacuolar ATPase; v-ATPase functions in acidification of the vacuole; one of three proteolipid subunits of the V0 domain	 
ORF	Verified	YHR027C	RPN1	8	164711	161730	Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain, a site for protein-protein interactions; RP is the acronym for regulatory particle	 
ORF	Dubious	YHR028W-A		8	167352	167672	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF DAP2/YHR028C	 
ORF	Verified	YHR028C	DAP2	8	167434	164978	Dipeptidyl aminopeptidase; synthesized as a glycosylated precursor; localizes to the vacuolar membrane; similar to Ste13p	 
ORF	Verified	YHR029C	YHI9	8	168561	167677	Protein of unknown function; null mutant is defective in unfolded protein response; possibly involved in a membrane regulation metabolic pathway; member of the PhzF superfamily, though most likely not involved in phenazine production	 
ORF	Verified	YHR030C	SLT2	8	170344	168890	Serine/threonine MAP kinase; involved in regulating maintenance of cell wall integrity, cell cycle progression, and nuclear mRNA retention in heat shock; required for mitophagy and pexophagy; affects recruitment of mitochondria to phagophore assembly site (PAS); plays a role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway; SLT2 has a paralog, KDX1, that arose from the whole genome duplication	 
ORF	Verified	YHR031C	RRM3	8	172970	170799	DNA helicase involved in rDNA replication and Ty1 transposition; relieves replication fork pauses at telomeric regions; structurally and functionally related to Pif1p	 
ORF	Verified	YHR032W	ERC1	8	173344	175089	Member of the multi-drug and toxin extrusion (MATE) family; the MATE family is part of the multidrug/oligosaccharidyl-lipid/polysaccharide (MOP) exporter superfamily; overproduction confers ethionine resistance and accumulation of S-adenosylmethionine	 
ORF	Dubious	YHR032W-A		8	175195	175374	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF YHR032C-A	 
ORF	Dubious	YHR032C-A		8	175394	175275	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF YHR032W-A	 
ORF	Uncharacterized	YHR033W		8	175548	176819	Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm; YHR033W has a paralog, PRO1, that arose from the whole genome duplication	 
ORF	Verified	YHR034C	PIH1	8	177999	176965	Component of the conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1); R2TP complex interacts with Hsp90 (Hsp82p and Hsc82p) to mediate assembly large protein complexes such as box C/D snoRNPs and RNA polymerase II	 
ORF	Uncharacterized	YHR035W		8	178219	180111	Putative protein of unknown function; not an essential gene	 
ORF	Verified	YHR036W	BRL1	8	180345	181760	Essential nuclear envelope integral membrane protein; identified as a suppressor of a conditional mutation in the major karyopherin, CRM1; homologous to and interacts with Brr6p, a nuclear envelope protein involved in nuclear export	DAMP
ORF	Verified	YHR037W	PUT2	8	181977	183704	Delta-1-pyrroline-5-carboxylate dehydrogenase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; deficiency of the human homolog causes HPII, an autosomal recessive inborn error of metabolism	 
ORF	Verified	YHR038W	RRF1	8	184066	184758	Mitochondrial ribosome recycling factor; essential for mitochondrial protein synthesis and for the maintenance of the respiratory function of mitochondria	 
ORF	Verified	YHR039C	MSC7	8	186809	184875	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids	 
ORF	Verified	YHR039C-A	VMA10	8	187679	187173	Subunit G of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; involved in vacuolar acidification; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits	 
ORF	Verified	YHR040W	BCD1	8	187924	189024	Essential protein required for the accumulation of box C/D snoRNA	 
ORF	Verified	YHR041C	SRB2	8	189864	189131	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; general transcription factor involved in telomere maintenance	 
ORF	Verified	YHR042W	NCP1	8	190543	192618	NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p	DAMP
ORF	Verified	YHR043C	DOG2	8	193545	192805	2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases, induced by oxidative and osmotic stress, confers 2-deoxyglucose resistance when overexpressed; DOG2 has a paralog, DOG1, that arose from a single-locus duplication	 
ORF	Verified	YHR044C	DOG1	8	194808	194068	2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases; confers 2-deoxyglucose resistance when overexpressed, in vivo substrate has not yet been identified; DOG1 has a paralog, DOG2, that arose from a single-locus duplication	 
ORF	Uncharacterized	YHR045W		8	195551	197233	Putative protein of unknown function; possible role in iron metabolism and/or amino acid and carbohydrate metabolism; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum	 
ORF	Verified	YHR046C	INM1	8	198285	197398	Inositol monophosphatase; involved in biosynthesis of inositol and in phosphoinositide second messenger signaling; INM1 expression increases in the presence of inositol and decreases upon exposure to antibipolar drugs lithium and valproate	 
ORF	Verified	YHR047C	AAP1	8	201310	198740	Arginine/alanine amino peptidase; overproduction stimulates glycogen accumulation; AAP1 has a paralog, APE2, that arose from the whole genome duplication	 
ORF	Uncharacterized	YHR048W	YHK8	8	204607	206151	Presumed antiporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; expression of gene is up-regulated in cells exhibiting reduced susceptibility to azoles	 
ORF	Verified	YHR049W	FSH1	8	206462	207193	Putative serine hydrolase; localizes to both the nucleus and cytoplasm; sequence is similar to S. cerevisiae Fsh2p and Fsh3p and the human candidate tumor suppressor OVCA2	 
ORF	Dubious	YHR049C-A		8	207530	207234	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	 
ORF	Verified	YHR050W	SMF2	8	207654	209303	Divalent metal ion transporter involved in manganese homeostasis; has broad specificity for di-valent and tri-valent metals; post-translationally regulated by levels of metal ions; member of the Nramp family of metal transport proteins	 
ORF	Uncharacterized	YHR050W-A		8	209475	209645	Protein of unknown function; identified by expression profiling and mass spectrometry	 
ORF	Verified	YHR051W	COX6	8	209705	210151	Subunit VI of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain; expression is regulated by oxygen levels	 
ORF	Verified	YHR052W	CIC1	8	210848	211978	Essential protein that interacts with proteasome components; has a potential role in proteasome substrate specificity; also copurifies with 66S pre-ribosomal particles	 
ORF	Dubious	YHR052W-A		8	212510	212704	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps CUP1-1	 
ORF	Verified	YHR053C	CUP1-1	8	212720	212535	Metallothionein; binds copper and mediates resistance to high concentrations of copper and cadmium; locus is variably amplified in different strains, with two copies, CUP1-1 and CUP1-2, in the genomic sequence reference strain S288C; CUP1-1 has a paralog, CUP1-2, that arose from a segmental duplication	 
ORF	Uncharacterized	YHR054C		8	214249	213185	Putative protein of unknown function; partial duplicate of RSC30/YHR056C, truncated remnant of segmental duplication	 
ORF	Dubious	YHR054W-A		8	214508	214702	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps CUP1-2	 
ORF	Verified	YHR055C	CUP1-2	8	214718	214533	Metallothionein; binds copper and mediates resistance to high concentrations of copper and cadmium; locus is variably amplified in different strains, with two copies, CUP1-1 and CUP1-2, in the genomic sequence reference strain S288C; CUP1-2 has a paralog, CUP1-1, that arose from a segmental duplication	 
ORF	Dubious	YHR056W-A		8	217406	217840	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps ORF RSC30/YHR056C	 
ORF	Verified	YHR056C	RSC30	8	217834	215183	Component of the RSC chromatin remodeling complex; non-essential gene required for regulation of ribosomal protein genes and the cell wall/stress response; null mutants are osmosensitive; RSC30 has a paralog, RSC3, that arose from the whole genome duplication	 
ORF	Verified	YHR057C	CPR2	8	218843	218226	Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; has a potential role in the secretory pathway; CPR2 has a paralog, CPR5, that arose from the whole genome duplication	 
ORF	Verified	YHR058C	MED6	8	219884	218997	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; protein abundance increases in response to DNA replication stress	DAMP
ORF	Verified	YHR059W	FYV4	8	220108	220500	Protein of unknown function; required for survival upon exposure to K1 killer toxin	 
ORF	Verified	YHR060W	VMA22	8	220725	221270	Protein that is required for vacuolar H+-ATPase (V-ATPase) function; peripheral membrane protein; not an actual component of the V-ATPase complex; functions in the assembly of the V-ATPase; localized to the yeast endoplasmic reticulum (ER)	 
ORF	Verified	YHR061C	GIC1	8	222478	221534	Protein involved in initiation of budding and cellular polarization; interacts with Cdc42p via the Cdc42/Rac-interactive binding (CRIB) domain; relocalizes from bud neck to nucleus upon DNA replication stress; GIC1 has a paralog, GIC2, that arose from the whole genome duplication	 
ORF	Verified	YHR062C	RPP1	8	223758	222877	Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia	DAMP
ORF	Verified	YHR063C	PAN5	8	225169	224030	2-dehydropantoate 2-reductase; part of the pantothenic acid pathway, structurally homologous to E. coli panE	 
ORF	Dubious	YHR063W-A		8	225442	225777	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF SSZ1/YHR064C	 
ORF	Verified	YHR064C	SSZ1	8	227141	225525	Hsp70 protein that interacts with Zuo1p (a DnaJ homolog); interacts with Zuo1p to form a ribosome-associated complex that binds the ribosome via the Zuo1p subunit; also involved in pleiotropic drug resistance via sequential activation of PDR1 and PDR5; binds ATP	 
ORF	Verified	YHR065C	RRP3	8	229037	227532	Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity	DAMP
ORF	Verified	YHR066W	SSF1	8	229335	230696	Constituent of 66S pre-ribosomal particles; required for ribosomal large subunit maturation; functionally redundant with Ssf2p; member of the Brix family; SSF1 has a paralog, SSF2, that arose from the whole genome duplication	 
ORF	Verified	YHR067W	HTD2	8	230970	231812	Mitochondrial 3-hydroxyacyl-thioester dehydratase; involved in fatty acid biosynthesis, required for respiratory growth and for normal mitochondrial morphology	 
ORF	Verified	YHR068W	DYS1	8	232133	233296	Deoxyhypusine synthase; catalyzes formation of deoxyhypusine, the first step in hypusine biosynthesis; triggers posttranslational hypusination of translation elongation factor eIF-5A and regulates its intracellular levels; tetrameric	DAMP
ORF	Verified	YHR069C	RRP4	8	234658	233579	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain RNA binding domains; has similarity to human hRrp4p (EXOSC2)	DAMP
